track_name,artist(s)_name,released_year,in_spotify_playlists,streams,in_apple_playlists,in_deezer_playlists,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,mood
ULTRA SOLO,"Polima WestCoast, Pailita",2022,1367,307752576,48,34,110,C#,Major,80,26,85,23,0,11,21,Carica
Tarot,"Bad Bunny, Jhay Cortez",2022,2482,608228647,27,22,114,B,Minor,80,42,68,2,0,66,4,Carica
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",2020,6734,530511203,47,90,95,D,Major,77,40,47,2,0,9,3,Ballabile
LUNA,"Junior H, Peso Pluma",2023,201,55842345,19,8,128,A,Minor,75,79,63,33,0,15,4,Felicità
Curtains,Ed Sheeran,2023,715,39893489,37,27,176,F#,Minor,50,44,76,10,0,32,5,Carica
Run BTS,BTS,2022,736,330881149,5,17,77,G#,Major,72,70,82,2,0,4,17,Felicità
Swim,Chase Atlantic,2017,2742,498960285,5,62,120,G#,Major,67,8,54,27,0,8,4,Ballabile
Blind,SZA,2022,1484,163284000,22,12,114,A,Minor,46,60,28,91,0,21,4,Relax
Question...?,Taylor Swift,2022,1608,223064273,10,12,109,G,Major,75,11,50,20,0,30,17,Ballabile
UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2023,327,92035115,14,9,104,E,Minor,80,38,88,11,0,11,5,Ballabile
IDGAF (with blackbear),"Blackbear, BoyWithUke",2022,625,197643795,10,13,98,F,Major,78,83,75,41,0,27,8,Felicità
Kahani Suno 2.0,Kaifi Khalil,2022,162,156777415,1,1,140,B,Major,58,26,38,91,0,10,4,Tristezza
Monï¿½ï¿½y so,YEAT,2021,1473,263779030,2,12,138,D,Major,69,35,57,12,0,10,9,Ballabile
Sleigh Ride,The Ronettes,1963,10114,404664135,114,262,92,D,Major,53,84,77,40,0,32,3,Felicità
Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",2022,648,187701588,0,30,161,A#,Minor,59,62,60,12,0,5,44,Carica
Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",2023,658,120972253,33,53,90,A#,Minor,68,83,71,3,0,31,8,Felicità
Lovers Rock,TV Girl,2014,6339,466231982,3,36,105,F,Minor,56,57,87,0,1,10,4,Felicità
Something In The Way - Remastered 2021,Nirvana,1991,9514,368646862,45,"1,197",106,G#,Major,44,8,20,74,42,11,3,Tristezza
Starlight,Dave,2022,1856,229473310,29,31,124,G,Major,95,36,37,35,0,10,28,Relax
Leï¿½,Marï¿½ï¿½lia Mendo,2022,993,267789608,30,88,130,F#,Major,74,79,87,45,0,30,3,Felicità
Gatita,Bellakath,2022,1054,168684524,9,15,101,G,Major,90,76,81,15,24,33,6,Felicità
Where Are You Now,"Lost Frequencies, Calum Scott",2021,10565,972509632,238,557,121,F#,Minor,67,26,64,52,0,17,10,Carica
Cartï¿½ï¿½o B,"MC Caverinha, KayBlack",2023,269,71573339,7,30,108,A,Minor,84,55,47,26,0,20,64,Ballabile
Prohibidox,Feid,2022,1473,185392587,25,25,180,C#,Minor,65,52,80,5,0,6,25,Carica
Worldwide Steppers,Kendrick Lamar,2022,1480,61739839,1,5,72,A#,Minor,56,56,47,76,0,8,36,Relax
THATS WHAT I WANT,Lil Nas X,2021,7963,920797189,173,298,88,C#,Minor,74,55,85,1,0,5,22,Ballabile
Boy's a liar,PinkPantheress,2022,1225,156338624,27,28,133,F,Major,66,74,84,25,0,21,4,Felicità
You Right,"Doja Cat, The Weeknd",2021,5073,672656250,83,100,129,G#,Major,83,44,62,2,0,8,6,Carica
Chale,Eden Muï¿½ï,2022,695,299648208,16,13,189,G#,Major,55,86,44,40,0,7,4,Felicità
"Would've, Could've, Should've",Taylor Swift,2022,1715,177503916,4,8,158,G,Major,48,55,84,43,0,15,12,Carica
STAYING ALIVE (feat. Drake & Lil Baby),"Drake, DJ Khaled, Lil Baby",2022,2107,170732845,51,50,130,E,Minor,72,18,46,7,0,28,8,Ballabile
295,Sidhu Moose Wala,2021,246,183273246,4,0,90,B,Minor,68,54,76,21,0,11,20,Ballabile
When I R.I.P.,Labrinth,2019,2578,203680270,8,66,80,G#,Minor,39,45,55,73,0,9,21,Relax
ZOOM,Jessi,2022,608,136996305,5,14,100,F#,Major,87,46,60,1,0,13,16,Ballabile
Levitating,Dua Lipa,2020,9833,797196073,233,531,103,F#,Minor,69,90,88,5,0,29,8,Felicità
Hold My Hand,Lady Gaga,2022,2528,238350348,63,270,148,G,Major,51,21,63,5,0,41,3,Felicità
Lucid Dreams,Juice WRLD,2017,14749,2288695111,188,710,84,B,Minor,44,22,48,38,0,33,24,Relax
Talk,YEAT,2022,920,148461629,10,8,140,E,Minor,70,26,76,8,0,54,23,Carica
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",2021,1560,223319934,72,0,84,G,Minor,56,61,76,10,0,14,11,Felicità
Donï¿½ï¿½ï¿½t Bl,Taylor Swift,2017,4875,685032533,19,0,136,A,Minor,62,19,53,11,0,6,4,Ballabile
Shorty Party,"Cartel De Santa, La Kelly",2023,432,162887075,8,12,96,D,Major,93,47,47,33,0,10,36,Ballabile
Shape of You,Ed Sheeran,2017,32181,3562543890,33,"6,808",96,C#,Minor,83,93,65,58,0,9,8,Felicità
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2021,802,154797871,13,8,120,E,Major,72,54,71,26,0,10,4,Carica
TQM,Fuerza Regida,2023,584,176553476,16,15,125,F,Minor,79,96,85,27,0,11,6,Felicità
No Lie,"Sean Paul, Dua Lipa",2016,7370,956865266,92,"1,219",102,G,Major,74,45,89,5,0,26,13,Ballabile
Titi Me Preguntï¿,Bad Bunny,2022,9037,1264310836,124,139,107,F,Minor,65,19,72,10,0,13,25,Ballabile
First Class,Jack Harlow,2022,8737,694525298,163,137,107,G#,Major,91,32,56,3,0,11,10,Ballabile
FEARLESS,LE SSERAFIM,2022,629,229497852,18,9,104,G,Major,86,43,62,5,0,13,14,Ballabile
Pasoori,"Shae Gill, Ali Sethi",2022,349,284249832,10,3,92,B,Minor,71,67,60,7,0,6,4,Felicità
Pipoco,"Melody, Ana Castela, Dj Chris No Beat",2022,1112,191873381,22,65,135,G#,Major,77,74,74,47,0,34,8,Felicità
Mockingbird,Eminem,2004,12985,1241559043,49,"2,394",84,E,Minor,62,24,67,21,0,13,28,Ballabile
The Rumbling (TV Size),SiM,2022,254,71014967,0,23,145,G#,Major,41,65,88,0,0,26,5,Carica
I AM,IVE,2023,366,123132751,16,7,122,E,Minor,68,38,88,1,0,8,5,Carica
RAPSTAR,Polo G,2021,4731,797402345,141,78,81,F#,Major,79,44,54,41,0,13,24,Relax
United In Grief,Kendrick Lamar,2022,2575,156898322,4,12,87,G#,Major,52,32,83,24,0,17,43,Felicità
Take My Breath,The Weeknd,2021,2597,130655803,17,38,121,A#,Minor,70,35,77,1,0,26,4,Carica
Cï¿½ï¿½,Rauw Alejandro,2021,2636,465959382,36,39,102,A,Minor,77,26,63,58,0,11,5,Ballabile
Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",2022,3983,190625045,73,119,100,B,Minor,82,76,70,16,0,8,5,Felicità
Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",2023,967,138517666,7,51,154,F#,Major,63,75,92,31,0,91,5,Felicità
Shut up My Moms Calling - (Sped Up),Hotel Ugly,2022,713,181831132,2,6,85,F,Minor,65,36,47,31,0,12,10,Tristezza
All I Want for Christmas Is You,Mariah Carey,1994,25653,1449779435,387,"2,094",150,G,Major,34,33,63,16,0,7,4,Carica
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2022,1890,33381454,3,2,140,G#,Minor,49,50,37,87,0,11,35,Felicità
Erro Gostoso - Ao Vivo,Simone Mendes,2023,984,153454328,8,76,154,F#,Major,59,63,89,18,0,80,9,Carica
WHERE SHE GOES,Bad Bunny,2023,3133,303236322,84,87,144,A,Minor,65,23,80,14,63,11,6,Ballabile
this is what falling in love feels like,JVKE,2021,2005,346127840,16,43,129,B,Major,42,33,44,62,0,8,6,Relax
Daydreaming,Harry Styles,2022,1900,187703102,15,23,114,E,Minor,71,90,81,31,2,13,3,Felicità
Worst Day,Future,2022,910,50746620,20,24,89,C#,Major,65,60,60,11,0,10,40,Ballabile
Ley Seca,"Anuel Aa, Jhay Cortez",2021,2012,355219175,101,38,105,G#,Major,76,58,84,10,0,13,10,Ballabile
Still Life,BIGBANG,2022,181,53909146,16,7,118,G#,Major,68,24,58,44,0,6,3,Relax
Cold Heart - PNAU Remix,"Dua Lipa, Elton John, Pnau",2017,21097,1605224506,384,"1,034",116,C#,Major,80,92,80,4,0,10,3,Felicità
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",2021,12043,863756573,209,710,123,D,Major,82,80,86,1,0,30,13,Felicità
Underneath the Tree,Kelly Clarkson,2013,6596,485285717,144,251,160,G#,Major,51,69,81,0,0,21,5,Carica
Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",2021,3643,354065229,69,70,110,C#,Minor,86,31,53,43,0,11,6,Relax
(It Goes Like) Nanana - Edit,Peggy Gou,2023,2259,57876440,0,109,130,G,Minor,67,96,88,12,19,8,4,Felicità
Frï¿½ï¿½gil (feat. Grupo Front,"Yahritza Y Su Esencia, Grupo Frontera",2023,672,188933502,19,24,150,F#,Major,61,39,73,37,0,11,3,Carica
Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",2023,359,60350538,1,9,110,F#,Minor,66,32,40,81,0,11,3,Relax
Somewhere Only We Know,Keane,2004,20015,1089402494,107,"5,239",172,A,Major,45,33,59,6,0,8,3,Felicità
Rush,Troye Sivan,2023,864,22581161,71,50,126,F,Minor,74,35,84,0,0,11,6,Carica
Little Freak,Harry Styles,2022,2302,273194684,20,39,142,D#,Major,56,40,54,72,0,10,4,Felicità
Glimpse of Us,Joji,2022,6330,988515741,109,158,170,G#,Major,44,27,32,89,0,14,5,Tristezza
It'll Be Okay,Shawn Mendes,2021,1950,287201015,56,104,78,G,Major,40,7,29,62,0,9,3,Tristezza
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",2022,1602,195516622,12,12,88,G,Minor,49,24,66,19,0,18,29,Felicità
LA INOCENTE,"Feid, Mora",2022,2598,477033549,28,43,92,F,Minor,76,46,79,31,0,7,6,Ballabile
Merry Christmas Everyone,Shakin' Stevens,1984,1087,351636786,90,5,101,C#,Minor,72,91,87,14,0,13,3,Felicità
Sigue,"Ed Sheeran, J Balvin",1996,1370,106933107,46,60,88,G,Major,89,59,64,5,0,19,7,Ballabile
Woman,Doja Cat,2021,9424,1329090101,202,463,108,F,Minor,82,88,76,9,0,12,9,Felicità
she's all i wanna be,Tate McRae,2022,2711,343197054,105,51,160,D,Minor,61,65,64,1,0,12,4,Felicità
Dakiti,"Bad Bunny, Jhay Cortez",2020,11215,1763363713,189,525,110,E,Minor,73,14,57,40,0,11,5,Ballabile
Nosso Quadro,"Ana Castela, AgroPlay",2023,894,233801632,14,66,160,A,Major,69,61,71,33,0,31,20,Carica
BABY HELLO,"Rauw Alejandro, Bizarrap",2023,1004,54266102,42,58,130,C#,Minor,77,84,89,17,0,43,5,Felicità
Starry Eyes,The Weeknd,2022,1014,74601456,1,11,86,A,Minor,28,13,41,50,0,19,3,Tristezza
"jealousy, jealousy",Olivia Rodrigo,2021,3257,665765558,10,70,164,A#,Minor,70,71,58,24,0,7,13,Felicità
Believer,Imagine Dragons,2017,18986,2594040133,250,"2,969",125,A#,Minor,77,74,78,4,0,23,11,Felicità
Bamba (feat. Aitch & BIA),"Luciano, Aitch, Bï¿½",2022,869,146223492,14,12,138,A#,Major,80,82,81,14,0,13,36,Felicità
Daddy Issues,The Neighbourhood,2015,9771,1127468248,42,384,85,A#,Major,59,33,52,7,15,12,3,Felicità
golden hour,JVKE,2022,4511,751134527,70,109,94,C#,Minor,51,14,59,65,18,25,3,Felicità
Kill Bill,SZA,2022,8109,1163093654,183,161,89,G#,Major,64,43,73,5,17,16,4,Ballabile
Reminder,The Weeknd,2016,6518,684675814,45,238,160,G#,Major,71,40,50,16,0,16,22,Ballabile
Angels Like You,Miley Cyrus,2020,3372,570515054,65,138,122,F,Major,67,49,64,10,0,10,3,Carica
Volvï¿,"Aventura, Bad Bunny",2021,5375,673801126,138,133,176,C#,Major,73,79,86,42,0,7,18,Felicità
Yonaguni,Bad Bunny,2021,9644,1260594497,120,164,180,C#,Major,64,44,65,28,0,14,12,Carica
Abcdario,"Junior H, Eden Muï¿½ï",2023,262,89933133,8,4,129,G#,Major,70,42,43,78,0,11,3,Relax
Efecto,Bad Bunny,2022,4004,1047480053,34,43,98,G,Minor,80,23,48,14,0,6,5,Ballabile
Tï¿½ï¿,"dennis, MC Kevin o Chris",2023,731,111947664,27,73,130,B,Major,86,59,96,50,1,9,5,Carica
After Hours,The Weeknd,2020,8084,698086140,45,218,109,F,Minor,66,16,57,10,1,12,3,Ballabile
Matilda,Harry Styles,2022,3218,366214458,29,79,114,D,Major,51,39,29,90,0,10,4,Relax
Stefania (Kalush Orchestra),KALUSH,2022,555,53729194,10,4,105,D,Major,83,32,82,14,0,12,4,Ballabile
Mirror,Kendrick Lamar,2022,1929,53603447,2,4,92,E,Minor,66,29,65,23,0,8,7,Ballabile
Say You Won't Let Go,James Arthur,2016,15722,2420461338,231,"1,509",99,A#,Major,40,45,56,69,0,9,5,Relax
Un Coco,Bad Bunny,2022,1029,403231558,5,9,152,B,Major,84,74,69,21,0,18,6,Felicità
Igualito a Mi Apï¿,"Fuerza Regida, Peso Pluma",2022,265,158950978,8,5,145,E,Minor,76,80,81,19,0,6,9,Felicità
Savior - Interlude,Kendrick Lamar,2022,1194,37091576,0,3,118,F,Minor,66,83,43,84,0,19,19,Ballabile
good 4 u,Olivia Rodrigo,2021,15563,1887039593,259,461,166,F#,Minor,56,68,66,28,0,11,18,Carica
Do It To It,"Cherish, ACRAZE",2021,12403,674772936,183,465,125,B,Minor,85,64,81,2,5,7,9,Carica
A Veces (feat. Feid),"Feid, Paulo Londra",2022,573,73513683,2,7,92,C#,Major,80,81,67,4,0,8,6,Felicità
Lose Yourself - Soundtrack Version,Eminem,2002,32502,1829992958,247,"5,567",171,D,Major,70,6,73,1,0,36,26,Felicità
Players,Coi Leray,2022,4096,335074782,118,143,105,F#,Major,95,62,52,3,0,5,16,Ballabile
Creep,Radiohead,1992,36724,1271293243,146,"6,807",92,G,Major,53,12,34,1,0,12,4,Ballabile
Dance Monkey,Tones and I,2019,24529,2864791672,533,"3,595",98,F#,Minor,82,54,59,69,0,18,10,Relax
TUS Lï¿½ï¿½GR,"Sech, Mora",2022,1308,184622518,23,9,174,C#,Major,68,45,71,18,0,11,25,Carica
It's Beginning To Look A Lot Like Christmas,Michael Bublï¿,2011,12353,807561936,35,549,93,E,Major,35,38,23,91,0,29,3,Relax
Otro Atardecer,"Bad Bunny, The Marï¿½ï",2022,1681,319546754,10,13,108,D,Major,78,55,60,59,0,7,4,Relax
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",2021,3423,775542072,61,53,170,E,Minor,64,14,70,9,0,9,8,Felicità
Crazy What Love Can Do,"David Guetta, Ella Henderson, Becky Hill",2022,5290,286739476,139,142,123,E,Minor,60,46,71,3,0,16,4,Carica
Mine (Taylor's Version),Taylor Swift,2023,99,36912123,21,6,121,G,Major,65,49,78,0,0,17,4,Carica
Mr. Brightside,The Killers,2003,51979,1806617704,306,"5,063",148,C#,Major,35,24,93,0,0,10,8,Felicità
Good Days,SZA,2020,10426,826623384,133,182,121,C#,Minor,46,53,78,23,0,72,6,Carica
LALA,Myke Towers,2023,1474,133716286,48,58,92,C#,Major,71,61,74,7,0,10,4,Ballabile
El Rescate,"Grupo Marca Registrada, Junior H",2022,527,287278853,10,3,99,G,Minor,79,64,59,28,0,11,14,Ballabile
Fair Trade (with Travis Scott),"Drake, Travis Scott",2021,5403,593917618,118,96,168,C#,Major,67,29,47,5,0,22,26,Ballabile
Makeba,Jain,2015,6060,165484133,150,"2,703",116,D,Major,82,40,66,39,51,25,7,Carica
Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",2023,277,39666245,1,5,81,F#,Major,59,26,60,46,1,25,13,Relax
Style,Taylor Swift,2014,7830,786181836,94,151,95,D,Major,60,48,79,0,0,12,4,Ballabile
En El Radio Un Cochinero,Victor Cibrian,2022,514,164856284,5,1,154,F#,Minor,70,97,62,47,0,10,4,Felicità
TO THE MOON,Jnr Choi,2021,2979,245095641,44,159,144,D,Major,74,39,65,5,1,11,35,Carica
Notice Me,SZA,2022,819,62019074,14,0,160,F,Major,72,78,68,28,0,11,12,Felicità
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",2022,2235,349585590,65,70,109,F,Major,60,45,47,62,0,31,5,Relax
Don't Start Now,Dua Lipa,2019,27119,2303033973,532,"1,535",124,B,Minor,79,68,79,1,0,10,8,Felicità
Take Two,BTS,2023,674,118482347,20,25,93,G,Major,62,57,59,3,0,38,3,Ballabile
ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze,2020,685,403097450,24,9,158,F#,Minor,60,52,76,17,0,19,5,Carica
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2021,6308,560222750,114,63,134,C#,Major,71,14,61,1,0,23,33,Ballabile
TRUSTFALL,P!nk,2023,2098,134255790,88,101,122,G#,Major,64,25,89,0,0,15,9,Carica
Master of Puppets (Remastered),Metallica,1986,6080,704171068,112,406,105,E,Minor,54,59,83,0,44,20,4,Felicità
Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,1997,472,103762518,0,6,144,F,Major,74,75,73,42,0,9,4,Felicità
As It Was,Harry Styles,2022,23575,2513188493,403,863,174,F#,Minor,52,66,73,34,0,31,6,Carica
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2023,329,58890931,14,1,148,E,Major,50,49,76,12,0,12,3,Carica
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",1995,18773,579395142,128,"1,663",92,G,Major,77,76,84,3,0,38,4,Felicità
KICK BACK,Kenshi Yonezu,2022,574,210038833,38,26,102,C#,Major,58,29,94,0,0,9,11,Felicità
REMIX EXCLUSIVO,Feid,2023,1235,117206995,20,15,87,F,Minor,65,71,56,4,0,15,20,Felicità
Just The Way You Are,Bruno Mars,2010,21106,1641426668,82,"2,946",109,F,Major,63,46,85,1,0,9,5,Ballabile
Broke Boys,"Drake, 21 Savage",2022,1060,106249219,3,5,120,D,Major,64,11,53,1,0,25,27,Ballabile
Wake Me Up - Radio Edit,Avicii,2013,50887,1970673297,315,"6,284",124,D,Major,53,66,78,0,0,16,5,Carica
Oh My God,Adele,2021,4431,466214729,105,199,88,C#,Major,53,55,73,9,0,3,5,Felicità
Vigilante Shit,Taylor Swift,2022,1948,253650850,12,16,80,E,Minor,80,16,28,17,0,12,39,Ballabile
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",2022,3517,311395144,54,43,78,C#,Minor,77,49,42,1,1,13,19,Ballabile
Super,SEVENTEEN,2023,271,91221625,16,9,137,G#,Major,77,35,88,16,0,17,9,Carica
Blessed-Cursed,ENHYPEN,2022,246,77337771,2,10,127,E,Minor,60,40,89,9,0,60,6,Carica
Bar,"Tini, L-Gante",2021,755,200972675,22,0,94,C#,Major,52,68,69,13,0,33,8,Felicità
N95,Kendrick Lamar,2022,5542,301242089,52,65,140,D#,Minor,81,39,66,38,0,12,14,Carica
Piï¿½ï¿½man Deï¿,"Semicenk, Doï¿½ï¿½u ",2023,185,43522589,5,4,98,A#,Minor,73,45,62,28,0,13,13,Ballabile
POP!,Nayeon,2022,571,213505179,19,14,97,D,Major,80,36,86,4,0,3,5,Ballabile
We Cry Together,"Kendrick Lamar, Taylour Paige",2022,1635,68895644,4,6,108,B,Major,65,52,69,31,0,8,36,Ballabile
Mon Amour - Remix,"Aitana, zzoilo",2020,3221,578207856,67,139,116,D,Major,75,36,76,12,0,10,10,Carica
Ain't Shit,Doja Cat,2021,3436,499710590,32,46,124,D#,Major,86,62,49,51,0,35,21,Relax
Salimo de Noche,"Trueno, Tiago pzk",2021,1057,261414174,17,21,84,D,Major,67,78,63,29,0,12,5,Felicità
Karma,Taylor Swift,2022,3818,404562836,37,32,90,G#,Major,64,10,62,7,0,48,7,Ballabile
Beggin,Mï¿½ï¿½ne,2017,8559,1367810478,183,964,134,B,Minor,71,59,80,13,0,36,5,Carica
Arcade,Duncan Laurence,2019,6646,991336132,107,584,72,A,Minor,45,27,33,82,0,14,4,Relax
Music For a Sushi Restaurant,Harry Styles,2022,4449,334733572,80,66,107,B,Major,72,36,72,26,6,11,4,Ballabile
Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2023,351,76910644,16,10,110,B,Minor,76,26,70,1,0,41,6,Carica
Popular (with Playboi Carti & Madonna) - The Idol Vol. 1 (Music from the HBO Original Series),"The Weeknd, Madonna, Playboi Carti",2023,1945,115364561,74,87,99,C#,Major,85,83,68,7,0,36,20,Felicità
SPIT IN MY FACE!,ThxSoMch,2022,629,303216294,32,9,94,G#,Major,73,65,79,5,2,11,6,Felicità
Infinity,Jaymes Young,2017,4375,888046992,24,396,122,B,Minor,67,50,67,15,0,30,4,Carica
Night Changes,One Direction,2014,7124,1131090940,60,2,120,G#,Major,67,40,52,86,0,12,4,Relax
10:35,"Tiï¿½ï¿½sto, Tate M",2022,4942,325592432,190,147,120,G#,Major,70,70,79,7,0,18,10,Felicità
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",2023,259,37126685,5,5,135,A,Minor,77,28,55,18,0,22,15,Ballabile
WORTH NOTHING,"Twisted, Oliver Tree",2022,1612,213438580,34,34,140,D,Minor,58,17,62,18,0,20,8,Felicità
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",2022,3113,123473120,54,124,126,A,Major,81,90,73,28,0,29,4,Felicità
Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",1971,10829,460492795,130,390,147,D,Major,33,39,61,32,0,77,3,Carica
Super Gremlin,Kodak Black,2021,2551,342779426,52,35,73,D,Major,83,11,41,0,0,36,14,Ballabile
My Universe,"Coldplay, BTS",2021,6127,1061966512,0,0,105,A,Major,58,42,68,1,0,14,4,Felicità
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2022,896,138334433,0,2,92,F#,Major,83,56,82,10,0,9,5,Ballabile
Heaven,Niall Horan,2023,1553,144584800,61,48,92,F,Major,57,68,76,7,0,33,3,Felicità
Pantysito,"Feid, Alejo, Robi",2022,2995,273005485,49,30,98,G,Minor,83,63,74,14,0,16,6,Ballabile
"Gol Bolinha, Gol Quadrado 2","Mc Pedrinho, DJ 900",2023,293,11956641,5,30,133,B,Minor,93,68,65,42,0,12,25,Felicità
Cool for the Summer,Demi Lovato,2015,9243,677389855,155,577,114,F,Minor,59,30,62,1,0,8,4,Carica
Dandelions,Ruth B.,2017,3423,1116995633,41,59,117,C#,Major,61,45,69,2,0,9,3,Carica
How Do I Say Goodbye,Dean Lewis,2022,2163,284785823,72,58,82,G#,Major,40,39,64,21,0,7,7,Felicità
All My Life (feat. J. Cole),"J. Cole, Lil Durk",2023,2175,144565150,69,69,143,D#,Major,83,69,44,15,0,10,33,Ballabile
Gasoline,The Weeknd,2022,2297,116903579,11,14,123,F#,Minor,74,35,73,0,0,21,5,Carica
Sem Alianï¿½ï¿½a no ,"MC Xenon, Os Gemeos da Putaria",2022,454,93587665,6,21,83,C#,Major,53,40,36,73,0,11,33,Relax
Lavender Haze,Taylor Swift,2022,3763,488386797,51,38,97,A#,Major,73,10,44,26,0,16,8,Tristezza
Need To Know,Doja Cat,2021,6672,1042568408,125,150,130,C#,Major,66,19,61,30,0,9,7,Ballabile
OMG,NewJeans,2023,1783,430977451,26,15,127,A,Minor,80,74,77,36,0,11,4,Felicità
Hrs and Hrs,Muni Long,2021,1800,181328253,43,46,140,G#,Minor,51,66,53,60,0,11,18,Felicità
"Peso Pluma: Bzrp Music Sessions, Vol. 55","Bizarrap, Peso Pluma",2023,1313,200647221,17,32,133,F,Minor,85,81,67,26,0,12,5,Felicità
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",2022,2291,86176890,9,8,123,G#,Major,61,66,71,53,0,32,46,Felicità
CORAZï¿½ï¿½N VA,Maria Becerra,2023,370,43857627,12,18,98,C#,Major,68,40,79,33,0,30,6,Ballabile
Everybody Wants To Rule The World,Tears For Fears,1985,41751,1205951614,101,"2,655",112,G,Major,64,54,81,36,0,11,6,Carica
Superman,"Eminem, Dina Rae",2002,7615,655466831,18,"1,005",130,E,Minor,80,64,76,2,0,20,6,Carica
Smoking on my Ex Pack,SZA,2022,811,57144458,6,3,81,G#,Major,47,33,68,24,0,22,38,Felicità
Money Trees,"Kendrick Lamar, Jay Rock",2012,26792,1093605526,69,695,144,E,Minor,74,37,53,7,0,21,10,Ballabile
